"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",3,"1",1,"Yes","Yes","Nfad_2015","SE",7889.37
"2",3,"1",1,"No","Yes","Nfad_2015","SE",17901.7
"3",3,"1",1,"Yes","Yes","Nfad_2020","SE",11475.47
"4",3,"1",1,"No","Yes","Nfad_2020","SE",17997.97
"5",3,"1",1,"Yes","Yes","Nfad_2025","SE",16580.97
"6",3,"1",1,"No","Yes","Nfad_2025","SE",29636.15
"7",3,"1",1,"Yes","Yes","fadsurv","SE",0.01
"8",3,"1",1,"No","Yes","fadsurv","SE",0.02
"9",3,"1",1,"Yes","Yes","fjusurv","SE",0.04
"10",3,"1",1,"No","Yes","fjusurv","SE",0.06
"11",3,"1",1,"Yes","Yes","ppn_breedy","SE",0.03
"12",3,"1",1,"No","Yes","ppn_breedy","SE",0.29
"13",3,"1",1,"Yes","Yes","rel_ad_15_25","SE",0.11
"14",3,"1",1,"No","Yes","rel_ad_15_25","SE",0.3
