"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",1,"1",1,"Yes","Yes","Nfad_2015","SE",858.71
"2",1,"1",1,"No","Yes","Nfad_2015","SE",1676.6
"3",1,"1",1,"Yes","Yes","Nfad_2020","SE",1220.69
"4",1,"1",1,"No","Yes","Nfad_2020","SE",2016.23
"5",1,"1",1,"Yes","Yes","Nfad_2025","SE",1633.95
"6",1,"1",1,"No","Yes","Nfad_2025","SE",3232.44
"7",1,"1",1,"Yes","Yes","fadsurv","SE",0.01
"8",1,"1",1,"No","Yes","fadsurv","SE",0.01
"9",1,"1",1,"Yes","Yes","fjusurv","SE",0.03
"10",1,"1",1,"No","Yes","fjusurv","SE",0.04
"11",1,"1",1,"Yes","Yes","ppn_breedy","SE",0.02
"12",1,"1",1,"No","Yes","ppn_breedy","SE",0.17
"13",1,"1",1,"Yes","Yes","rel_ad_15_25","SE",0.05
"14",1,"1",1,"No","Yes","rel_ad_15_25","SE",0.14
