"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"1",6,"Yes","Yes","Nfad_2015","SE",3959.93
"2",2,"1",6,"No","Yes","Nfad_2015","SE",8476.15
"3",2,"1",6,"Yes","Yes","Nfad_2020","SE",5494.45
"4",2,"1",6,"No","Yes","Nfad_2020","SE",9795.16
"5",2,"1",6,"Yes","Yes","Nfad_2025","SE",7653.58
"6",2,"1",6,"No","Yes","Nfad_2025","SE",15717.14
"7",2,"1",6,"Yes","Yes","fadsurv","SE",0.01
"8",2,"1",6,"No","Yes","fadsurv","SE",0.02
"9",2,"1",6,"Yes","Yes","fjusurv","SE",0.03
"10",2,"1",6,"No","Yes","fjusurv","SE",0.05
"11",2,"1",6,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"1",6,"No","Yes","ppn_breedy","SE",0.23
"13",2,"1",6,"Yes","Yes","rel_ad_15_25","SE",0.08
"14",2,"1",6,"No","Yes","rel_ad_15_25","SE",0.23
