"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",3,"1",9,"Yes","Yes","Nfad_2015","SE",6648.15
"2",3,"1",9,"No","Yes","Nfad_2015","SE",16816.12
"3",3,"1",9,"Yes","Yes","Nfad_2020","SE",9191.55
"4",3,"1",9,"No","Yes","Nfad_2020","SE",14778.46
"5",3,"1",9,"Yes","Yes","Nfad_2025","SE",13209.05
"6",3,"1",9,"No","Yes","Nfad_2025","SE",22551.21
"7",3,"1",9,"Yes","Yes","fadsurv","SE",0.01
"8",3,"1",9,"No","Yes","fadsurv","SE",0.02
"9",3,"1",9,"Yes","Yes","fjusurv","SE",0.03
"10",3,"1",9,"No","Yes","fjusurv","SE",0.05
"11",3,"1",9,"Yes","Yes","ppn_breedy","SE",0.03
"12",3,"1",9,"No","Yes","ppn_breedy","SE",0.25
"13",3,"1",9,"Yes","Yes","rel_ad_15_25","SE",0.09
"14",3,"1",9,"No","Yes","rel_ad_15_25","SE",0.24
