"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"3",5,"Yes","Yes","Nfad_2015","SE",4634.1
"2",2,"3",5,"No","Yes","Nfad_2015","SE",8580.71
"3",2,"3",5,"Yes","Yes","Nfad_2020","SE",6870.45
"4",2,"3",5,"No","Yes","Nfad_2020","SE",12885.27
"5",2,"3",5,"Yes","Yes","Nfad_2025","SE",9630.31
"6",2,"3",5,"No","Yes","Nfad_2025","SE",22950.5
"7",2,"3",5,"Yes","Yes","fadsurv","SE",0.01
"8",2,"3",5,"No","Yes","fadsurv","SE",0.03
"9",2,"3",5,"Yes","Yes","fjusurv","SE",0.04
"10",2,"3",5,"No","Yes","fjusurv","SE",0.06
"11",2,"3",5,"Yes","Yes","ppn_breedy","SE",0.03
"12",2,"3",5,"No","Yes","ppn_breedy","SE",0.26
"13",2,"3",5,"Yes","Yes","rel_ad_15_25","SE",0.1
"14",2,"3",5,"No","Yes","rel_ad_15_25","SE",0.34
