"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",1,"3",2,"Yes","Yes","Nfad_2015","SE",676.97
"2",1,"3",2,"No","Yes","Nfad_2015","SE",1344.42
"3",1,"3",2,"Yes","Yes","Nfad_2020","SE",892.92
"4",1,"3",2,"No","Yes","Nfad_2020","SE",1306.21
"5",1,"3",2,"Yes","Yes","Nfad_2025","SE",1159.74
"6",1,"3",2,"No","Yes","Nfad_2025","SE",1973.49
"7",1,"3",2,"Yes","Yes","fadsurv","SE",0
"8",1,"3",2,"No","Yes","fadsurv","SE",0.01
"9",1,"3",2,"Yes","Yes","fjusurv","SE",0.02
"10",1,"3",2,"No","Yes","fjusurv","SE",0.03
"11",1,"3",2,"Yes","Yes","ppn_breedy","SE",0.02
"12",1,"3",2,"No","Yes","ppn_breedy","SE",0.15
"13",1,"3",2,"Yes","Yes","rel_ad_15_25","SE",0.04
"14",1,"3",2,"No","Yes","rel_ad_15_25","SE",0.09
