"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",1,"3",6,"Yes","Yes","Nfad_2015","SE",710.96
"2",1,"3",6,"No","Yes","Nfad_2015","SE",1391.87
"3",1,"3",6,"Yes","Yes","Nfad_2020","SE",953.56
"4",1,"3",6,"No","Yes","Nfad_2020","SE",1471.07
"5",1,"3",6,"Yes","Yes","Nfad_2025","SE",1243.52
"6",1,"3",6,"No","Yes","Nfad_2025","SE",2220.68
"7",1,"3",6,"Yes","Yes","fadsurv","SE",0
"8",1,"3",6,"No","Yes","fadsurv","SE",0.01
"9",1,"3",6,"Yes","Yes","fjusurv","SE",0.02
"10",1,"3",6,"No","Yes","fjusurv","SE",0.03
"11",1,"3",6,"Yes","Yes","ppn_breedy","SE",0.02
"12",1,"3",6,"No","Yes","ppn_breedy","SE",0.16
"13",1,"3",6,"Yes","Yes","rel_ad_15_25","SE",0.04
"14",1,"3",6,"No","Yes","rel_ad_15_25","SE",0.1
