"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"3",9,"Yes","Yes","Nfad_2015","SE",3635.95
"2",2,"3",9,"No","Yes","Nfad_2015","SE",8004.71
"3",2,"3",9,"Yes","Yes","Nfad_2020","SE",5024.88
"4",2,"3",9,"No","Yes","Nfad_2020","SE",7833.23
"5",2,"3",9,"Yes","Yes","Nfad_2025","SE",6941.98
"6",2,"3",9,"No","Yes","Nfad_2025","SE",12812.1
"7",2,"3",9,"Yes","Yes","fadsurv","SE",0.01
"8",2,"3",9,"No","Yes","fadsurv","SE",0.02
"9",2,"3",9,"Yes","Yes","fjusurv","SE",0.03
"10",2,"3",9,"No","Yes","fjusurv","SE",0.04
"11",2,"3",9,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"3",9,"No","Yes","ppn_breedy","SE",0.21
"13",2,"3",9,"Yes","Yes","rel_ad_15_25","SE",0.07
"14",2,"3",9,"No","Yes","rel_ad_15_25","SE",0.21
