"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"1",8,"Yes","Yes","Nfad_2015","SE",3212.94
"2",2,"1",8,"No","Yes","Nfad_2015","SE",7837.57
"3",2,"1",8,"Yes","Yes","Nfad_2020","SE",3969.1
"4",2,"1",8,"No","Yes","Nfad_2020","SE",7418.63
"5",2,"1",8,"Yes","Yes","Nfad_2025","SE",5376.83
"6",2,"1",8,"No","Yes","Nfad_2025","SE",10304.06
"7",2,"1",8,"Yes","Yes","fadsurv","SE",0.01
"8",2,"1",8,"No","Yes","fadsurv","SE",0.02
"9",2,"1",8,"Yes","Yes","fjusurv","SE",0.03
"10",2,"1",8,"No","Yes","fjusurv","SE",0.04
"11",2,"1",8,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"1",8,"No","Yes","ppn_breedy","SE",0.2
"13",2,"1",8,"Yes","Yes","rel_ad_15_25","SE",0.06
"14",2,"1",8,"No","Yes","rel_ad_15_25","SE",0.15
