"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"3",7,"Yes","Yes","Nfad_2015","SE",3399.58
"2",2,"3",7,"No","Yes","Nfad_2015","SE",7966.21
"3",2,"3",7,"Yes","Yes","Nfad_2020","SE",4461.3
"4",2,"3",7,"No","Yes","Nfad_2020","SE",7448.67
"5",2,"3",7,"Yes","Yes","Nfad_2025","SE",6089.23
"6",2,"3",7,"No","Yes","Nfad_2025","SE",11042.52
"7",2,"3",7,"Yes","Yes","fadsurv","SE",0.01
"8",2,"3",7,"No","Yes","fadsurv","SE",0.02
"9",2,"3",7,"Yes","Yes","fjusurv","SE",0.03
"10",2,"3",7,"No","Yes","fjusurv","SE",0.04
"11",2,"3",7,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"3",7,"No","Yes","ppn_breedy","SE",0.21
"13",2,"3",7,"Yes","Yes","rel_ad_15_25","SE",0.06
"14",2,"3",7,"No","Yes","rel_ad_15_25","SE",0.18
