"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"3",6,"Yes","Yes","Nfad_2015","SE",3837.37
"2",2,"3",6,"No","Yes","Nfad_2015","SE",8239.85
"3",2,"3",6,"Yes","Yes","Nfad_2020","SE",5326.73
"4",2,"3",6,"No","Yes","Nfad_2020","SE",8820.1
"5",2,"3",6,"Yes","Yes","Nfad_2025","SE",7362.94
"6",2,"3",6,"No","Yes","Nfad_2025","SE",14321.77
"7",2,"3",6,"Yes","Yes","fadsurv","SE",0.01
"8",2,"3",6,"No","Yes","fadsurv","SE",0.02
"9",2,"3",6,"Yes","Yes","fjusurv","SE",0.03
"10",2,"3",6,"No","Yes","fjusurv","SE",0.05
"11",2,"3",6,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"3",6,"No","Yes","ppn_breedy","SE",0.23
"13",2,"3",6,"Yes","Yes","rel_ad_15_25","SE",0.08
"14",2,"3",6,"No","Yes","rel_ad_15_25","SE",0.22
