"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"3",4,"Yes","Yes","Nfad_2015","SE",2848.58
"2",2,"3",4,"No","Yes","Nfad_2015","SE",7572.81
"3",2,"3",4,"Yes","Yes","Nfad_2020","SE",3459.33
"4",2,"3",4,"No","Yes","Nfad_2020","SE",5968.6
"5",2,"3",4,"Yes","Yes","Nfad_2025","SE",4600.38
"6",2,"3",4,"No","Yes","Nfad_2025","SE",7541.05
"7",2,"3",4,"Yes","Yes","fadsurv","SE",0.01
"8",2,"3",4,"No","Yes","fadsurv","SE",0.01
"9",2,"3",4,"Yes","Yes","fjusurv","SE",0.03
"10",2,"3",4,"No","Yes","fjusurv","SE",0.03
"11",2,"3",4,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"3",4,"No","Yes","ppn_breedy","SE",0.17
"13",2,"3",4,"Yes","Yes","rel_ad_15_25","SE",0.05
"14",2,"3",4,"No","Yes","rel_ad_15_25","SE",0.13
