"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",1,"1",7,"Yes","Yes","Nfad_2015","SE",691.13
"2",1,"1",7,"No","Yes","Nfad_2015","SE",1527.52
"3",1,"1",7,"Yes","Yes","Nfad_2020","SE",868.19
"4",1,"1",7,"No","Yes","Nfad_2020","SE",1467.62
"5",1,"1",7,"Yes","Yes","Nfad_2025","SE",1145.64
"6",1,"1",7,"No","Yes","Nfad_2025","SE",2015.48
"7",1,"1",7,"Yes","Yes","fadsurv","SE",0
"8",1,"1",7,"No","Yes","fadsurv","SE",0.01
"9",1,"1",7,"Yes","Yes","fjusurv","SE",0.02
"10",1,"1",7,"No","Yes","fjusurv","SE",0.03
"11",1,"1",7,"Yes","Yes","ppn_breedy","SE",0.01
"12",1,"1",7,"No","Yes","ppn_breedy","SE",0.15
"13",1,"1",7,"Yes","Yes","rel_ad_15_25","SE",0.04
"14",1,"1",7,"No","Yes","rel_ad_15_25","SE",0.08
