"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",1,"1",6,"Yes","Yes","Nfad_2015","SE",775.92
"2",1,"1",6,"No","Yes","Nfad_2015","SE",1611.36
"3",1,"1",6,"Yes","Yes","Nfad_2020","SE",1043.61
"4",1,"1",6,"No","Yes","Nfad_2020","SE",1729.31
"5",1,"1",6,"Yes","Yes","Nfad_2025","SE",1390.47
"6",1,"1",6,"No","Yes","Nfad_2025","SE",2540.05
"7",1,"1",6,"Yes","Yes","fadsurv","SE",0
"8",1,"1",6,"No","Yes","fadsurv","SE",0.01
"9",1,"1",6,"Yes","Yes","fjusurv","SE",0.02
"10",1,"1",6,"No","Yes","fjusurv","SE",0.04
"11",1,"1",6,"Yes","Yes","ppn_breedy","SE",0.02
"12",1,"1",6,"No","Yes","ppn_breedy","SE",0.16
"13",1,"1",6,"Yes","Yes","rel_ad_15_25","SE",0.04
"14",1,"1",6,"No","Yes","rel_ad_15_25","SE",0.1
