"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"1",3,"Yes","Yes","Nfad_2015","SE",3086.72
"2",2,"1",3,"No","Yes","Nfad_2015","SE",7878.7
"3",2,"1",3,"Yes","Yes","Nfad_2020","SE",3881.49
"4",2,"1",3,"No","Yes","Nfad_2020","SE",6806.71
"5",2,"1",3,"Yes","Yes","Nfad_2025","SE",5286.56
"6",2,"1",3,"No","Yes","Nfad_2025","SE",9367.55
"7",2,"1",3,"Yes","Yes","fadsurv","SE",0.01
"8",2,"1",3,"No","Yes","fadsurv","SE",0.01
"9",2,"1",3,"Yes","Yes","fjusurv","SE",0.03
"10",2,"1",3,"No","Yes","fjusurv","SE",0.04
"11",2,"1",3,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"1",3,"No","Yes","ppn_breedy","SE",0.19
"13",2,"1",3,"Yes","Yes","rel_ad_15_25","SE",0.06
"14",2,"1",3,"No","Yes","rel_ad_15_25","SE",0.15
