"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"3",3,"Yes","Yes","Nfad_2015","SE",3187.59
"2",2,"3",3,"No","Yes","Nfad_2015","SE",7859.86
"3",2,"3",3,"Yes","Yes","Nfad_2020","SE",4098.51
"4",2,"3",3,"No","Yes","Nfad_2020","SE",6666.47
"5",2,"3",3,"Yes","Yes","Nfad_2025","SE",5545.73
"6",2,"3",3,"No","Yes","Nfad_2025","SE",9394.59
"7",2,"3",3,"Yes","Yes","fadsurv","SE",0.01
"8",2,"3",3,"No","Yes","fadsurv","SE",0.01
"9",2,"3",3,"Yes","Yes","fjusurv","SE",0.03
"10",2,"3",3,"No","Yes","fjusurv","SE",0.04
"11",2,"3",3,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"3",3,"No","Yes","ppn_breedy","SE",0.19
"13",2,"3",3,"Yes","Yes","rel_ad_15_25","SE",0.06
"14",2,"3",3,"No","Yes","rel_ad_15_25","SE",0.16
