"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"1",7,"Yes","Yes","Nfad_2015","SE",3538.04
"2",2,"1",7,"No","Yes","Nfad_2015","SE",8132.27
"3",2,"1",7,"Yes","Yes","Nfad_2020","SE",4632.91
"4",2,"1",7,"No","Yes","Nfad_2020","SE",8372.73
"5",2,"1",7,"Yes","Yes","Nfad_2025","SE",6372.37
"6",2,"1",7,"No","Yes","Nfad_2025","SE",12470.03
"7",2,"1",7,"Yes","Yes","fadsurv","SE",0.01
"8",2,"1",7,"No","Yes","fadsurv","SE",0.02
"9",2,"1",7,"Yes","Yes","fjusurv","SE",0.03
"10",2,"1",7,"No","Yes","fjusurv","SE",0.05
"11",2,"1",7,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"1",7,"No","Yes","ppn_breedy","SE",0.21
"13",2,"1",7,"Yes","Yes","rel_ad_15_25","SE",0.07
"14",2,"1",7,"No","Yes","rel_ad_15_25","SE",0.18
