"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",3,"3",3,"Yes","Yes","Nfad_2015","SE",6054.47
"2",3,"3",3,"No","Yes","Nfad_2015","SE",16373.29
"3",3,"3",3,"Yes","Yes","Nfad_2020","SE",7876.3
"4",3,"3",3,"No","Yes","Nfad_2020","SE",12985.98
"5",3,"3",3,"Yes","Yes","Nfad_2025","SE",10970.06
"6",3,"3",3,"No","Yes","Nfad_2025","SE",16832.73
"7",3,"3",3,"Yes","Yes","fadsurv","SE",0.01
"8",3,"3",3,"No","Yes","fadsurv","SE",0.02
"9",3,"3",3,"Yes","Yes","fjusurv","SE",0.03
"10",3,"3",3,"No","Yes","fjusurv","SE",0.04
"11",3,"3",3,"Yes","Yes","ppn_breedy","SE",0.02
"12",3,"3",3,"No","Yes","ppn_breedy","SE",0.23
"13",3,"3",3,"Yes","Yes","rel_ad_15_25","SE",0.07
"14",3,"3",3,"No","Yes","rel_ad_15_25","SE",0.19
