"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",1,"1",4,"Yes","Yes","Nfad_2015","SE",562.36
"2",1,"1",4,"No","Yes","Nfad_2015","SE",1376.97
"3",1,"1",4,"Yes","Yes","Nfad_2020","SE",626.99
"4",1,"1",4,"No","Yes","Nfad_2020","SE",1067.5
"5",1,"1",4,"Yes","Yes","Nfad_2025","SE",805.72
"6",1,"1",4,"No","Yes","Nfad_2025","SE",1312.81
"7",1,"1",4,"Yes","Yes","fadsurv","SE",0
"8",1,"1",4,"No","Yes","fadsurv","SE",0.01
"9",1,"1",4,"Yes","Yes","fjusurv","SE",0.02
"10",1,"1",4,"No","Yes","fjusurv","SE",0.02
"11",1,"1",4,"Yes","Yes","ppn_breedy","SE",0.01
"12",1,"1",4,"No","Yes","ppn_breedy","SE",0.12
"13",1,"1",4,"Yes","Yes","rel_ad_15_25","SE",0.03
"14",1,"1",4,"No","Yes","rel_ad_15_25","SE",0.06
