"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"1",1,"Yes","Yes","Nfad_2015","SE",4261.51
"2",2,"1",1,"No","Yes","Nfad_2015","SE",8721.47
"3",2,"1",1,"Yes","Yes","Nfad_2020","SE",6178.5
"4",2,"1",1,"No","Yes","Nfad_2020","SE",10871.27
"5",2,"1",1,"Yes","Yes","Nfad_2025","SE",8670.15
"6",2,"1",1,"No","Yes","Nfad_2025","SE",18567.19
"7",2,"1",1,"Yes","Yes","fadsurv","SE",0.01
"8",2,"1",1,"No","Yes","fadsurv","SE",0.02
"9",2,"1",1,"Yes","Yes","fjusurv","SE",0.04
"10",2,"1",1,"No","Yes","fjusurv","SE",0.05
"11",2,"1",1,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"1",1,"No","Yes","ppn_breedy","SE",0.24
"13",2,"1",1,"Yes","Yes","rel_ad_15_25","SE",0.09
"14",2,"1",1,"No","Yes","rel_ad_15_25","SE",0.28
