"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"3",8,"Yes","Yes","Nfad_2015","SE",3070.76
"2",2,"3",8,"No","Yes","Nfad_2015","SE",7711.92
"3",2,"3",8,"Yes","Yes","Nfad_2020","SE",3808.63
"4",2,"3",8,"No","Yes","Nfad_2020","SE",6619.37
"5",2,"3",8,"Yes","Yes","Nfad_2025","SE",5119.77
"6",2,"3",8,"No","Yes","Nfad_2025","SE",8949.56
"7",2,"3",8,"Yes","Yes","fadsurv","SE",0.01
"8",2,"3",8,"No","Yes","fadsurv","SE",0.01
"9",2,"3",8,"Yes","Yes","fjusurv","SE",0.03
"10",2,"3",8,"No","Yes","fjusurv","SE",0.04
"11",2,"3",8,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"3",8,"No","Yes","ppn_breedy","SE",0.19
"13",2,"3",8,"Yes","Yes","rel_ad_15_25","SE",0.05
"14",2,"3",8,"No","Yes","rel_ad_15_25","SE",0.15
