"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",1,"1",3,"Yes","Yes","Nfad_2015","SE",624.08
"2",1,"1",3,"No","Yes","Nfad_2015","SE",1454.99
"3",1,"1",3,"Yes","Yes","Nfad_2020","SE",750.73
"4",1,"1",3,"No","Yes","Nfad_2020","SE",1216.16
"5",1,"1",3,"Yes","Yes","Nfad_2025","SE",981.21
"6",1,"1",3,"No","Yes","Nfad_2025","SE",1617.83
"7",1,"1",3,"Yes","Yes","fadsurv","SE",0
"8",1,"1",3,"No","Yes","fadsurv","SE",0.01
"9",1,"1",3,"Yes","Yes","fjusurv","SE",0.02
"10",1,"1",3,"No","Yes","fjusurv","SE",0.03
"11",1,"1",3,"Yes","Yes","ppn_breedy","SE",0.01
"12",1,"1",3,"No","Yes","ppn_breedy","SE",0.13
"13",1,"1",3,"Yes","Yes","rel_ad_15_25","SE",0.03
"14",1,"1",3,"No","Yes","rel_ad_15_25","SE",0.07
