"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",2,"1",2,"Yes","Yes","Nfad_2015","SE",3568.8
"2",2,"1",2,"No","Yes","Nfad_2015","SE",8291.71
"3",2,"1",2,"Yes","Yes","Nfad_2020","SE",4814.29
"4",2,"1",2,"No","Yes","Nfad_2020","SE",8148.01
"5",2,"1",2,"Yes","Yes","Nfad_2025","SE",6661.54
"6",2,"1",2,"No","Yes","Nfad_2025","SE",12507.96
"7",2,"1",2,"Yes","Yes","fadsurv","SE",0.01
"8",2,"1",2,"No","Yes","fadsurv","SE",0.02
"9",2,"1",2,"Yes","Yes","fjusurv","SE",0.03
"10",2,"1",2,"No","Yes","fjusurv","SE",0.04
"11",2,"1",2,"Yes","Yes","ppn_breedy","SE",0.02
"12",2,"1",2,"No","Yes","ppn_breedy","SE",0.21
"13",2,"1",2,"Yes","Yes","rel_ad_15_25","SE",0.07
"14",2,"1",2,"No","Yes","rel_ad_15_25","SE",0.19
