"","D","L","S","CKMR","SelfP","Type","Value","response"
"1",1,"3",4,"Yes","Yes","Nfad_2015","SE",532.87
"2",1,"3",4,"No","Yes","Nfad_2015","SE",1186.47
"3",1,"3",4,"Yes","Yes","Nfad_2020","SE",613.43
"4",1,"3",4,"No","Yes","Nfad_2020","SE",934.49
"5",1,"3",4,"Yes","Yes","Nfad_2025","SE",775.96
"6",1,"3",4,"No","Yes","Nfad_2025","SE",1200.75
"7",1,"3",4,"Yes","Yes","fadsurv","SE",0
"8",1,"3",4,"No","Yes","fadsurv","SE",0.01
"9",1,"3",4,"Yes","Yes","fjusurv","SE",0.02
"10",1,"3",4,"No","Yes","fjusurv","SE",0.02
"11",1,"3",4,"Yes","Yes","ppn_breedy","SE",0.01
"12",1,"3",4,"No","Yes","ppn_breedy","SE",0.12
"13",1,"3",4,"Yes","Yes","rel_ad_15_25","SE",0.03
"14",1,"3",4,"No","Yes","rel_ad_15_25","SE",0.06
